text,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
apesar da super besteira que o falou fiquei triste que ele saiu vou sentir falta dele aqui no flow .,1,1,0,0,0,0,0
bandido vagabundo de merda . tu vai e queimar no fogo do inferno,1,1,0,0,0,1,0
inteligente ? sim . pilantra ? . está cheio de gente assim por ai usando a inteligência de forma egoísta so pensando em seu próprio prazer e isso não se resume somente a finalidade sexual . acorda galera o cara não e nenhum coitado nem a mulher que estava com ele .,1,0,1,0,0,0,0
eu não to nem ai se você não quer que seu filho veja isso tampa os olhinhos dele de qualquer forma algum dia ele vai saber . so não venha com seu discurso de conservador dizer que gays são abominações demoníacos promiscuídos degenerados e querer privar o direito deles se casarem ou algo como isso porque isso não e opinião e não cabe a você !,1,0,1,1,0,0,0
sim não e pra menos coitado situação que viver ! ainda pareceu uma mulher de pela macia pra bagunça a mente dele rosto deprimido rosto com sorriso maroto,1,0,0,0,0,1,0
ignorante inconsequente desumano !,1,0,0,0,0,0,0
eu chorando por motivo idiota de novo,1,0,0,0,0,0,0
kkk nu mano muita merda um vampiro brilha no escuro nada a ver,1,1,0,0,0,0,0
está muito certo e essa mulher e muito mal educada .,1,0,0,0,0,1,0
muito vontade de está la dentro mano ia sai na mao com essa louca ia ver se ela e boa mesmo,1,0,0,0,0,1,0
era melhor nem ter se posicionado cretino .,1,0,0,0,0,0,0
dessas . falar sem pensar e acabar por falar merda ou expressar mal o argumento pré adido . mas como toda criança precisa crescer pra aprender agora está na hora de ganhar juízo e agir mais como um adulto .,1,0,0,0,0,0,0
teu deveria e perder o emprego voltar pra escola pra ver se tem uma educação decente .,1,0,0,0,0,0,0
mano você não está assistindo direito não kk os cara falaram amor mal dela e ainda estão tomando punição por culpa deles que não acordam ela está mais ué certa se um faz merda ai todos pagam,1,0,0,0,0,0,0
que cu,0,1,0,0,0,0,0
do capeta hahahaha ri de,1,1,0,0,0,0,0
sim então se sabe que comunismo faz isso no lugar de falar que temos que melhorar isso fala que precisamos dar chance pro nazismo ? kkk para,1,0,1,0,0,0,0
e o símbolo desta geração anos . . drogada e que se acham os pica das galáxias .,1,0,0,0,0,0,0
faz melhor então ver odeia ver,1,0,0,0,0,0,0
cretino ! si no debe manejar el sofrimento divague cable o busque-se una vida digna de tal lombre .,1,0,0,0,0,0,0
sai macaco,1,0,0,1,1,0,0
e um escroto ! abandonou o cara,1,0,0,0,0,0,0
e . o mendigo esta mentindo claramente sobre a cor do carro e acontecimentos . as duas imagens de ângulos diferentes divulgadas pela policia civil mostram claramente que e esse mesmo video . querem das ibope para a desgraça do próximo expondo a mulher a família o casamento . vocês são podres de verdade . esse cara e um mendigo que talvez tenha obtido alguma instrução na vida e se perdeu pelo vicio e algum disturbo . mas claramente ele e bem conversador gosta de manipular as pessoas com falacias . o cara quer sair como galanteador e esta desfilando para o lado dele o ocorrido . nos áudios da moca em depoimento e visível que ela esta em alguma crise mental de comportamento e o camarada ai aproveitou dessa super promoção . cada dia que passa eu tenho mais repulsa por esse jornal .,1,1,0,0,0,0,0
arthur e escroto ! agora que pra ganhou a prova do anjo ele esta conversando com os amigos . cara mau caráter !,1,1,0,0,0,0,0
foda-se duo de merda,1,1,0,0,0,0,0
foi tudo isso mais também foi infantil idiota etc .,1,0,0,0,0,0,0
sim ! nossa mano puta que pariu vai se foder sinceramente ai ele começa a falar que joga sozinha e fazer toda aquelas cenas de novo como que pode essa gente querer um cara chato insuportável como ele ganhar o programa,1,1,0,0,0,0,0
na esse cara e,0,0,1,0,0,0,0
o que mais me chocou e o cara estar na perdeu tudo e ainda vai votar no bolsonaro novamente inacreditável !,1,0,1,0,0,0,0
cornado não rosto chorando aos berros,1,0,0,0,0,1,0
meu ódio pelo parte so aumenta .,1,1,1,0,0,0,0
manda foto de agora e o caralho são duas horas da madrugada moleque se orienta,1,0,0,0,0,0,0
cólica lixo cólica discando cólica feia cólica horrorosa cólica insuportável,1,1,0,0,0,0,0
a propaganda está horrível por ter crianças sabendo de sexualidade,1,0,0,0,0,1,0
humildade e algo que vocês necessitam urgentemente assimilar e colocar em pratica . quando se ganha um presente no menino se agradece simplesmente ignoraram . perdeu a oportunidade de se redimir e pedir perdão a sociedade e diretamente as minorias . que mundo vocês estão vivendo ? lamentável ! ! me mantive assistindo em respeito ao ilustre convidado . se quiser sobreviver terão que amadurecer urgente contratem um consultor façam algo porque a bolha que estão vivendo esta equivocada .,1,1,0,0,0,0,0
o flow precisa amadurecer e dar um importante passo caso contrario morrera como muitos acreditam que já deveria ter acontecido .,1,0,0,0,0,0,0
vocês são umas otárias da merda ! não ligam um caralho ao porto bom mas quando o porto diz que alguma coisa do porto bom e de graça vocês ate correm feitas cadelas ! nojo de vocês .,1,0,0,0,0,1,0
um de silencio . rolando no chão de rir rolando no chão de rir rolando no chão de rir rolando no chão de rir rolando no chão de rir rolando no chão de rir rolando no chão de rir rolando no chão de rir rolando no chão de rir mano os cara se seguraram para não rir kkk . coroo cara bom de conta história esse . vocês repararam como ele fala da boca da mulher dor corpo de mulher dos gestos etc ? . eu acho que esse cara tomou um pau nem por ter sido pego com a mulher do cara mas por ele ser abusado e debochado . ele deve ter feito graça por marido da mulher moral rolando no chão de rir rolando no chão de rir rolando no chão de rir rolando no chão de rir . ela que pode satisfaze la . minutos isso está melhor que o preço da cenoura cenoura,1,1,0,1,0,1,0
na minha cidade tem um cara com uma tatoo com a suástica nazista . o pior ainda que ele e negro . não sei se choro de rir ou chamo ele de encefálico .,1,0,1,0,1,0,0
manda ver . este bando de malandros e o biela e o pior deles,1,0,0,0,0,0,0
você e fiador do vagabundo que esta na presidência desse pais tomando banho de mar com o dinheiro do contribuinte ao invés de estar trabalhando pelo bem do povo baiano .,1,0,1,0,0,0,0
so tem viado nessa merda adam,1,1,0,0,0,0,0
agradeço aos elogios sobre meu bumbum hahaha,0,1,0,0,0,0,0
e burro e não quer deixar de ser .,1,0,0,0,0,0,0
las dos caras de que imbecil ? .,1,0,0,0,0,0,0
retweeet no mas eu to mais feia que o normal,1,0,0,0,0,0,0
a mina quer pagar de vidente kkk mas e falsa demais,1,0,0,0,0,0,0
pra que que eu acordo pra essa porra de vida,1,0,0,0,0,0,0
vai cagar no mato ladroes .,1,1,1,0,0,0,0
um helicoptero lixo desse conglomerado de comunicação lixo tava filmando aqui em aguas hoje,1,0,0,0,0,0,0
fiquei estão bestifica . a coragem a falta de noção a estupidez e a imbecilidade . em meia dúzia de palavras . mulher decepcionada pele clara rosto com olhos revirados,1,0,0,0,0,0,0
esse ronaldo e um frajola com rabo de cavalo,1,1,0,0,0,1,0
meu que horror ! envolver crianças nisso e de matar !,1,0,0,0,0,0,0
não quero nem ver so estou escrevendo este cara errou e feio pelo que eu vi na televisão a mulher esta com problemas serio de saude !,1,0,0,0,0,0,0
eu te amo mas falar mal de crepusculo e sacanagem . garrar,1,0,0,0,0,0,0
e se eu marcar a policia militar será que da merda ? kkk,1,1,0,0,0,0,0
a bicha e linda ate careca rosto sorridente com olhos de coração,1,0,0,1,0,0,0
esse povo tem ficar em casa respeita todo mundo sofre por causa desse povoo que ódio,1,0,0,0,0,0,0
thais . eu sou magra meu sonho e engordar pois acho mulher cheia estão linda . ser magra e muito ruim tive vergonha quando fui na praia .,1,0,0,0,0,0,0
parabéns o boticário pelo lindo comercial mostrando o verdadeiro significado do que e o amor independente da escolha sexual e um recado para os evangélicos vai lavar uma pia de louca seus desocupados não querem vê mais o comercial ou compra os produtos da marca usem avon ou contem kg você são um bando de pessoas sem amor próprio que so se sentem bem tentando acabar com a felicidade alheia deixem as pessoas se amarem espalha o amor falou amar uns aos outros em quanto os gays estão se amando vocês estão espalhando o ódio a inveja .,1,0,0,0,0,0,0
triste é ex que acha que é inesquecível achando a boceta de mel,1,1,0,0,0,0,0
vocês fazem de tudo mesmo pra defender esse drogado fala bosta kkk,1,1,0,0,0,0,0
a vai toma no cu,1,1,0,0,0,0,0
fala demais ele acha que pode tudo . cresça estude e seja mais integro . chega de droga e bebedeira,1,0,0,0,0,0,0
todo canalha age assim !,1,0,0,0,0,0,0
tomara que o menino monark não cometa suicídio depois dessa .,1,0,0,0,0,0,0
tem cara de retardada mesmo dificilmente pensa,1,0,0,0,0,1,0
e meu saco ! tem vida seu peido do capeta !,1,1,0,0,0,0,0
a ignorância do monark e oceânica cheguei aqui por causa da gabriela mas e insuportável este flow,1,0,0,0,0,0,0
essa natalia gosta de diminuir os outros e está se achando a rainha do que mesmo ? colherzinha imoral e sem escrúpulos adora fazer de vitima e da show,1,0,0,0,0,0,0
e fascinante como esse cara e burro,1,0,0,0,0,0,0
essa bosta já acabou !,1,1,0,0,0,0,0
tudo bem disto eu entendo o que ele disse realmente a história e . falha . to morrendo de rir com esse video e sim sou fa de crepusculo . mas ainda discordo com essa história do vampiro ser daquele jeito e pronto . isso e americanizar . vampiros não existem . são ficção . e ficção e algo que permite os autores a serem livres . aceitar o que ele diz sobre vampiros serem daquele jeito e pronto e impedir escritores de trabalharem a criatividade mesmo que idiota .,1,0,0,0,0,0,0
mulher grossa do caralho . se ela fala assim com alguém mais doido que ela ela toma um esporro que nunca viu na vida . perturbada . não confundam sinceridade com arrogância,1,0,0,0,0,1,0
o melhor muito foda,1,1,0,0,0,0,0
puta que pariu o titulo so pode ser coisa de globo mesmo foi atingido durante ato explica se melhor não esconde os fatos porra daqui a pouco vão dizer que ele foi atingido por um meteoro so para não denunciar o verme .,1,1,0,0,0,0,0
eu não aguento mais esse aleijado sem uma perna do caralho vai tomar no cu o maluco ninguém sabe andar com a perna direita fodido horrível,1,0,0,0,0,0,0
todo mundo e bem vindo por ficar no lgbt ? o mal da pessoa ser gay ou trans e que a pessoa quer que tudo saiba que ela e ou quer que todo mundo seja que nem elas,1,0,1,1,0,0,0
marica me vôo a pongo a bailar como asi,1,0,0,1,0,0,0
retweeet mande para um otário que você ver com camiseta de martele .,1,1,1,0,0,0,0
man essa luiza e retardada kkk,1,0,0,0,0,0,0
esse e o verdadeiro exemplo de propaganda lixo que ao invés de falar sobre o produto busca moldar comportamentos . pura ideologia de gênero que tantos diziam ser teoria da conspiração mas que de fato e uma verdade . lixo puro .,1,1,0,0,0,0,0
rock ano que vem foda-se,1,1,0,0,0,0,0
merda . ate parece que lésbica e assim feminina . tudo .,1,0,0,1,0,0,0
cara fico impressionada com tamanho imbecilidade,1,0,0,0,0,0,0
o não ensinarem a uma criança que existem pessoas diferentes da bolha social de merda dos pais dela rosto chorando aos berros rosto chorando aos berros ensinaram uma criança a respeitar alguém e a não ser homofóbico e ignorante igual a mim rosto chorando aos berros rosto chorando aos berros rosto chorando aos berros como vocês ousam ensinar algo bom a uma criança rosto chorando aos berros rosto chorando aos berros rosto chorando aos berros,1,1,0,0,0,0,0
por dinheiro nego se traiu ficou feio rosto vomitando,1,0,0,0,1,0,0
infelizmente a e . inútil saidinha pra esses . monstros o pai matar a própria filha e a dor dessa mãe infelizmente a não foi feita,1,0,0,0,0,0,0
ainda falou para o corno que ele colocou a carroça na frente dos bois kkk,1,0,0,0,0,0,0
seu cérebro derreteu por causa da maconha ? não pra quem está defendendo ele ele não e nazista ! ele so não sabe se espessar mas ! não deixa de ser circe olhadas merdas que saíram da boca dele ainda mais eu tava bêbado serio parca vira homem vaza da internet o básico ! que você poderia fazer some do youtube tu já tem dinheiro pra um cacete vou tocar minhas paradas irmão tu não consegue nem tocar a sua boca oque você falou foi a maior merda que eu já tive o desprazer de ouvir . eu te acompanho desde o minecraft você praticamente fez a minha infância eu com anos na cara agora tenho nojo de você você e um perigo ao flow e espero que nunca mais consiga produzir na internet .,1,0,0,0,0,0,0
o povo não sabe né mentir direito . cadê o sangue ? tem e vento dentro dele e ? e o ser humano e capaz de do mesmo por dinheiro meu deus . mulher aceita que já perdeu pode e criar uma cena digna do oscar que não entra piorou uma cena desse de fundo de quintal .,1,0,1,0,0,1,0
pensar que depois eu vou me sentir terrível e mais gondola ainda,1,0,0,0,0,0,0
o cara não expôs a mulher nada . ele tem que meter a real mesmo . falar a verdade que a mulher gostou teve prazer fez sexo porque quis . se não ele pode ate ser assassinado ai na rua acusado falsamente por estupro .,1,1,0,0,0,1,0
alguém avisa a bojo que ela não e a dona da casa . fica so puxando saco da luiza . a me poupe .,1,0,0,0,0,0,0
esse futebol de hoje politicamente correto e profissional não e coisa de homem de verdade . e de marquinha . futebol tem que ter porrada,1,0,0,1,0,1,0
aiai meu você e idiota sinceramente,1,0,0,0,0,0,0
você está me deixando bitola rosto implorando,1,0,0,1,0,0,0
nunca consumi por assim como o mcdonald sim serem péssimos produtos . mas aqui so vim pra contribuir com meu deslise mesmo . rosto com olho piscando,1,0,0,0,0,0,0
nojo desses que gostam de lacrar e perdem de lucrar ! adora apelar para as crianças que devem ser crianças e nada mais !,1,1,0,0,0,0,0
então tem que ser expulsa a pegou nas partes intimas de lucas sem ele quere e,1,0,0,0,0,0,0
fala que ela não esquece mas tu não foi homem o suficiente para admitir que tava com outra estando com ela rolando no chão de rir cabaço do caralho,1,1,0,0,0,1,0
o cara está sem camila semi nu deitado com a tua mulher com o peru duro nas costas dela e fala que está feliz ? puta que o pariu manojo essa eu rir,1,1,0,0,0,1,0
os dois não eram casados . morar junto não e casamento isso e fornicação ! os dois estavam em pecado mortal infelizmente . o marido e mulher e sacramento abençoado por deus com o corpo de cristo no altar e deixarmos os prazeres da carne . poxa depois a moca vai e diz ao morador de rua que queria te lo . rezemos pelos por não conhecem a verdade . essa libertinagem com o corpo esse mundo pagão que prega que namoro tem que ser com relações sexuais e que podemos fazer isso com qualquer um esse feminismo tudo são coisas que nos levam ao inferno usar o nome de deus para caridade e ter relações sexuais com outro rapaz muito triste nada leva a impureza imoralidade . as nossas dores e nossas tristezas são consequências do mal uso de nosso livre arbítrio . que nosso tenha misericórdia de nossas almas .,1,1,0,0,0,0,0
nojento de ler a . polegar para baixo polegar para baixo rosto zangado com chifres rosto de gato mal humorado rosto de gato mal humorado,1,0,0,0,0,0,0
muito bonito ver os gremistas pulando comemorando de verdade so tenho uma coisa pra dizer imitando crioulo hein ? nunca serão sabe por que ? por que vocês são nojentos desde o momento da filial,1,0,0,0,0,0,0
opinião nada . você está criticando corpos alheios em meio a um mar de ignorância,1,0,0,0,0,0,0
caralho uns dos vídeos mais engraçados dele e tem filho da puta criticando inacreditável,1,1,0,0,0,0,0
as pessoas que são contra a volta do regime militar tem que se expressar também a favor dos outros poderes pra que veja que os que o apoiam e a minoria da população e isso não vale nada . tenho certeza que a maioria e contra esses atos idiotas dele . so pra deixar claro não sou a favor de ninguém e de nenhum politico . todos são corruptos mais se tiver apenas um poder no brasil isso e a volta do regime militar entendam isso . e não e bom,1,1,1,0,0,0,0
quem me conhece está ligado to correndo de laco e vagabundo ai pensando que vai intimidar dizendo ter peito de aço mas são tudo cabaço não vem mandar recado que o trem bala sou eu,1,1,0,0,0,0,0
vamos ganhar hoje porra,1,1,0,0,0,0,0
de acordo com ! dos afegãos são a favor da monarquia a absurda lei asiática ! mas o tachado e,1,0,1,0,0,0,1
engraçado criança e feita para promover filmes de terror e e exposta a drogas e com saude !,1,0,0,0,0,0,0
retweeet homens gays não se sintam a vontade de passar mao no corpo de uma mulher so por você ser gay polegar para cima pele morena clara você continua sendo um assediada .,1,1,0,1,0,0,0
eu quero que todo mundo vá tomar no cu literalmente tudo mundo vá pra puta que pariu,1,1,0,0,0,0,0
bando de canalhas fora bolsonaro e seu bando de vagabundos fora,1,0,1,0,0,0,0
velho vai tomar no cu bandeirinha fodido do caralho,1,1,0,0,0,0,0
que judiação ! coitado desse marido a verdadeira vitima dessa história esdruxula !,1,1,0,0,0,0,0
mania das pessoas em usarem morena mulata e pardo para se referir aos pretos . existem varias tonalidades da raça preta mas parece que tem vergonha de se assumir preto e fica usando esses termos ridículos . preto e preto não importa se você e mais escuro ou claro . e preto .,0,0,0,0,1,0,0
a fode logo agora mano tmnc kkk aqui raiva,1,1,0,0,0,0,0
ele foi burro e apenas esta pagando o preço por isso .,1,0,0,0,0,0,0
so uma perguntinha . se o e estão ruim assim porque os outros podcast estão no flow uma empresa do ? hipocrisia que se fala,1,0,0,0,0,0,0
a e a ainda não aprenderam que não se deve tocar em um homem temente a deus . ? quanto mais a esquerda e a batem no . mais o tem o apoio do povo . ou seja e o desespero da esquerda . da pátria . do e do povo brasileiro .,1,0,1,0,0,0,0
cu ar cu ar de ícone que foi so nada e ligue pra és sim anu are tire .,1,0,0,0,0,0,0
king seus gay,1,0,0,1,0,0,0
falso vocês são posta merda,1,1,0,0,0,0,0
está se enrolando mais ainda . se olha no espelho cara . se o nazismo tivesse poder ainda hoje . você sofreria a mesma opressão que os judeus sofreram pelas suas caracteristicas física . por que esse era o julgamento para sofrer nas mãos dos injustos . . você fala que uma politica de opressão e covardia deve ter voz na sociedade ? o mundo não precisa do nazismo . e sim de politica estereotipada ! onde o nazismo era a favor da igualdade ? tire se !,1,0,1,0,0,0,0
e aqui vemos o motivo do brasil estar pior que a china,1,0,1,0,0,0,1
porra tenho que ir na tiradentes hoje sade pessoa decepcionada,1,1,0,0,0,0,0
mulher grossa aiai desbocada,1,0,0,0,0,1,0
ao invés dele se candidatar poderia ser ginecologista . conta detalhes dessa história suja .,1,0,1,0,0,0,0
a internet deixou o mundo mais burro e obvio que essa e uma perseguição . querem anular tudo que faca oposição de pensamento confundindo o povo de uma forma absurda !,1,0,0,0,0,0,0
seus merdas ! conseguimos virar ! boticário meu pra vocês !,1,0,0,0,0,0,0
bando de demônios ! rosto com sobrancelha levantada rosto chorando rosto zangado rosto zangado rosto zangado rosto zangado rosto zangado,1,1,0,0,0,0,0
queria viver de sentar no pau e incorporar maria padilha das almas o resto foda-se sabe,1,1,0,0,0,0,0
espero que o sirva de exemplo pra todos os brasileiros que a todo momento banalizam o chamando ate o vizinho de nazista ! eu sempre falei isso aos meus amigos mas nunca fui ouvida ! de banalizar o ! de chamar qualquer idiota de nazista ! e nazista ! o bandeira brasil e mundo não podem banalizar isto !,1,0,1,0,0,0,0
mais de corpos de crianças encontrados em vala toronto mortas pela igreja católica junto com o sistema politico . motivo ? simplesmente eram indígenas . toda criança nasce inocente o que define a mente delas são a espelhação dos pais . ensine as crianças respeito igualdade e a defender o próximo não precisa ser para respeitar brincar amigo ? sim ! igual a todas as crianças estuprada dentro de casa ? ou crianças mortas ? crianças migrantes ? crianças abandonadas ? me mostra aonde e esse teu mundo ai aonde as crianças podem brincar em paz está defendendo uma causa errada parceiro ! vou não sabe o que a falta de amor causa . ensinarei ao meu filho respeitar pessoas não ideologias de gênero raça cultura ou cor . deprimente e ter que fazer algo do tipo para pessoas deprimentes como vou sim que não tolera uma pessoa diferente desse padrão social podre de vou sim . by lo,1,1,1,0,0,0,0
quem e fala o que e amor ou não ? porque e fácil digitar e tal mais se tive o moço de bom senso respeito sla será não me surpreende o aumento de violência no brasil nem precisa ser lgbt so olhar por aí no sbt as pessoas cada vez mais sem empatia e mente fechadas eu pensava tipo uau o mundo e legal e vamos cuida do meio ambiente cheguei aos e vi o podre que a sociedade e,1,1,1,0,0,0,0
que voz chata kkk,1,0,0,0,0,0,0
e ao chamar de ridícula pés as que nem conhece ! e não vou comentar mais nem discutir com gente que acha que a sua opinião e que conta ! por are não precisa me responder porque vou cagar em,1,1,1,0,0,0,0
uma das coisas que eu amo na minha namorada e a franja dela puta que pariu que franjada perfeita,1,1,0,0,0,1,0
já que tem ego resma gag do ai eu vou falar de . e bem simples ate para os idiotas e te derem . eu quero ver o cresciam to da age da nazista o pais logo vou comprar boticário isso e um boicote legitimo . não tira do o seu direito de dar o cu isso e problema seu . mas o boicote e valido sim .,1,1,0,0,0,0,0
uma troca de olhares e pronto fodeu !,1,1,0,0,0,0,0
pero . como se debe ser ian mentiroso ! .,1,0,0,0,0,0,0
melhor que você você nunca vai ganhar discussões com esse tipo de argumento pífio,1,0,0,0,0,0,0
vota de novo trouxa,1,0,1,0,0,0,0
saudades de quando nossa camisa era usada pra isso aqui e não pra representar um velho safado filho da puta,1,1,1,0,0,0,0
o machado se unhas pintadas te fazem assim tanta impressão tens de perguntar te a ti próprio se estas seguro da tua heterosexualidade . sou homem aparentemente mais que tu porque estou seguro de que umas unhas pintadas não me fazem menos homem e não sinto vergonha nenhuma .,1,0,0,0,0,1,0
eu pensando que tinha escapado do parte la vem o a dilma da direita . uma anta retardada,1,0,1,0,0,0,0
pra que fazer isso com o cara não precisava disso mano o cara não devia ter feito como pode dar uma facada no bolsonaro tinha que ser um tiro ! pra ele ver oque vai vira se legalizar o porte de arma rsrs,1,1,1,0,0,0,0
so está com queimando com esses surtos e esse grupo feminista,1,1,0,0,0,1,0
sabemos o calhorda mentiroso que você e .,1,0,1,0,0,0,0
retweeet oscar cancelas filmes that don te have enough black gay and disabled ufo,1,0,0,0,1,0,0
tu tira cinde velho olha odeio opa crepusculo merda fala sobre de juan seria legal bell está aí uma ideia . fui me passa teu de dar ideias pra foder esses novos cartinhas de merda que estão difamando .,1,1,0,0,0,0,0
! ela não e gordinha acima do peso etc . ela esta obesa mesma olha o tamanho da barriga cai .,1,0,0,0,0,0,0
retweeet rosto de palhaço as piadas com a morte da martele franco provam que a direita e desumana . a esquerda e contra a misoginia o racismo a .,1,0,1,0,0,0,0
méier a,1,0,0,0,0,0,0
kkk pelo contrario eu estou com vários argumentos já você não criança na net e foda,1,0,0,0,0,0,0
triste ver o cara jogar o sonho dos outros no lixo por ego arrogância prepotência e maconha .,1,0,0,0,0,0,0
já estou ansiosa para este debate . quero ver lula e com a cara de pau tentando rebater moro .,1,0,1,0,0,0,0
falando em hipocrisia e em hipócritas servos do demônio você se filiou ao partido valdemar costa neto ? que você chamou de ser abjeto . ? você está com esse ser abjeto ? você se esfrega nesse ser abjeto ou so rebola no colo desse mensageiro do lula . ?,1,0,1,0,0,0,0
jamaicano da caatinga fazendo escola kkk,1,0,0,0,0,0,0
vá trabalhar inútil .,1,0,0,0,0,0,0
não vale nem apena sentir pena desse cara um maluco de poucos anos fala uma merda dessa mano,1,0,0,0,0,0,0
que desgraça velho eu so me meto em furada,1,0,0,0,0,0,0
que serie boa puta que pariu merda,1,1,0,0,0,0,0
e você um lixo humano . volta pro esgoto vôo !,1,0,0,0,0,0,0
dando um apavoro no silhueta falando você psiu vai fazer sua função que eu falei pra você fazer ontem limpar a porra da piscina e varrer la fora ! está no ? está no ? silhueta falando não to no não ! silhueta falando então eu acho muito bom ! silhueta falando sabe o que e . silhueta falando e e isso ai cabo virada no satanás rolando no chão de rir rolando no chão de rir rolando no chão de rir rolando no chão de rir,1,0,0,0,0,0,0
tem que quem o rosto furioso,1,1,0,0,0,0,0
a se for pra falar merda nem comenta caralho por isso que o está do jeito que esta .,1,1,0,0,0,0,0
essa moto e muito fodida velho essa filho da puta quebrou no meio da ladeira,1,0,0,0,0,0,0
! eu adorei ! cara se falou tudo ! bem eu gosto do filme ! mas mesmo assim . tem coisas que da para aguentar nele !,1,0,0,0,0,0,0
a pira e álcool tem parar pelo menos quando tiver uma camera na sua cara ao vivo com um monte de malucos esperando pra te foder .,1,1,0,0,0,0,0
deixa o dudu la . foda se essa porcaria de seleção . já estou puto de convocarem o everton,1,0,0,0,0,0,0
mijais frouxonaro e o maior frouxo cagão abestalhado e bunda mole da nossa história politica . esta se cagando de medo de lula porque sabe que depois da derrota na eleição ele e seus filhos bandidos vão responder na justiça por seus crimes .,1,0,1,0,0,0,0
o mano ficou fascinado com tamanho fartura pô eu ri demais kkk,1,0,0,0,0,0,0
sempre que um politico inventa uma porcaria que vai acabar com a vida dos brasileiros ninguém fala nada . políticos e judiciário ganham de aumento salarial ninguém fala nada . ai vem um famosinho que esta falando besteira e ai não . vamos parar com tudo . ficou claro que ele não apoiou o que foi dito . vejo mais pessoas aproveitando a oportunidade para aparecer e acabar com as carreiras umas das outras neste momento do que realmente se importam em expressar e passar correções .,1,0,1,0,0,0,0
kakakakakakak agora eu ri viu kakkakakakakak uma bicha feia dessa se achando a gata . kakakakakakakakakakak . a natalia visivelmente tem problemas sérios de demência .,1,1,0,0,0,0,0
o podcast em que o menos falou . merda a,1,1,0,0,0,0,0
santa maria deve estar entre os municípios mais violentos bicho . os macho aqui são tudo uns brutamonte escroto,1,0,0,0,0,0,0
noticia divulgada por perfil fake e anonimo . a esquerda e estão calhorda que propaga fake news sem a menor vergonha . existe provas sobradas segundo o supremo que aumentos a pena dada ao ladrão . depois basta perguntar a google o qual o ladrão nunca ameaçou a processar .,1,0,1,0,0,0,0
essa senhora e um oceano de vergonha alheia,1,0,0,0,0,1,0
vão a falência ! !,1,0,0,0,0,0,0
ave maria rock melhor role como eu nunca soube disso puta que pariu,1,1,0,0,0,0,0
então proíbe as grandes industrias de produzir qualquer coisa pois são essas que fazem as piores coisas para o meio ambiente a porra de um cara fazendo temaki no copo não faz o impacto de um celular pra ser produzido depois descartado na natureza,1,0,0,0,0,0,0
kkk garota toxica tirou isso do fundo do baú,1,0,0,0,0,0,0
o cara e muito prolixo . fala fala e não diz nada .,1,0,0,0,0,0,0
tava me arrumando para sair e me deu amor vontade de desmaiar viado to entendendo nada,1,0,0,1,0,0,0
você e simplesmente de mais mesmo . esses merdas que falam que te odeiam tem inveja de você isso sim . continue assim . arrasa . .,1,1,0,0,0,0,0
meu deus o cara ri como se nada tivesse acontecido como se tivesse matado um cão essa hora a filha esta no cemitério e eles ai brindo are e a certeza da impunidade desse pais nojenta tenho desse brasil .,1,1,1,0,0,0,1
eu defendo os gays em sites evangélicos mas quem tem que ensinar tudo são os pais . boa jogada do king copiou do boticário rosto chorando de rir rosto chorando de rir rosto chorando de rir respeito os gays convivi com um bem que esse gostava de ser bancado por um senhor não queria trabalhar e vivia dando chifre no senhor que o bancava . mas ele começou a ser apos ser violentado tinha jeito de homem e dizia querer mudar . mas não se empenhava . existem casos que se tornaram gays por estupro .,1,1,0,1,0,0,0
eu falei que o mendigo e narcisista e não você jamais iria comentar no seu comentário para lhe ofender,1,0,0,0,0,0,0
acho que a tem razão em chamar atenção do biela sim porque ele e um folgado mas a e muito barraqueira muito estúpida sai palavrão a cada segundo da boca dela e e muito barraqueira credo . pra que ser barraqueira desse jeito coisa feia,1,0,0,0,0,0,0
burrão !,1,0,0,0,0,0,0
retweeet para que no siga haciendo el ridículo o ferrenhamente para que olvides de mentir de maneira roseira e irreverencia avise .,1,0,0,0,0,0,0
piroca latejando de tesão mando pra geral like foto da rola,0,1,0,0,0,0,0
cara cornado né,1,0,0,0,0,1,0
torcendo para os atletas oportunistas trans dominarem todos os esportes femininos ! quero ver o bug na cabeça das feministas e ver se as atletas se rebelam contra esse absurdo !,1,0,0,0,0,1,0
e pedir muito pra ele voltar a falar comigo do nada ? mesmo ele nem tendo mais meu numero e eu ter sido muito idiota com ele ?,1,0,0,0,0,0,0
está um nojo kkk,1,0,0,0,0,0,0
se cuida monark e volte logo . ao contrario dos nazistas eu não quero te exterminar eu como descendente de safardanas não te desejo nenhuma perseguição . agora você pode refletir sobre o nazismo o aborto e tantas outras pautas sensíveis a outras pessoas que você defendeu no seu ultimo flow . reflita refresque sua cabeça e volte logo,1,0,0,0,0,0,0
onde esta a sensibilidade das pessoas que se deleitam com a desgraça alheia . neste maldito pais agora já se comete atentado politico contra um cidadão que ainda candidato . não sou julgador dele portanto ele e o único candidato que tem projetos no combate a violência . mesmo ele sendo adversário ferrenho do meu candidato que esta preso estou triste com o ocorrido .,1,1,1,0,0,0,1
lixo de comercial,1,0,0,0,0,0,0
pois e disse para amar o próximo e não disse para amar o próximo menos quem e gay,1,0,0,1,0,0,0
eu simplesmente deixei tudo escurinho liguei o ar e foda-se dormi a tarde todinha,1,1,0,0,0,0,0
